papipe_peak,papipe_umis
chr10_133573425_f,60
chr10_13588406_f,247
chr10_13618615_f,269
chr10_13623941_f,7
chr10_13630723_f,311
chr10_14185878_f,929
chr10_145087_f,2
chr10_14518557_r,1651
chr10_14519513_r,785
chr10_14520919_r,304
chr10_14521992_r,340
chr10_14524479_r,480
chr10_14524823_r,176
chr10_14526550_r,92
chr10_14526856_r,505
chr10_14527706_r,26
chr10_14528199_r,795
chr10_14529218_r,95
chr10_14538096_r,2
chr10_14547792_r,13
chr10_14560171_f,19
chr10_14561825_f,124
chr10_14563419_r,230
chr10_14563985_r,378
chr10_14565107_r,269
chr10_14568337_r,11
chr10_14568805_r,6
chr10_14570884_r,1016
chr10_14571775_r,161
chr10_14575222_r,1193
chr10_14576122_r,46
chr10_14587486_r,321
chr10_14592685_r,192
chr10_14593826_r,168
chr10_14595444_r,3094
chr10_14596148_r,182
chr10_14596865_r,99
chr10_14598784_r,58
chr10_14600604_r,1112
chr10_14602509_r,463
chr10_14602825_r,779
chr10_14603653_r,139
chr10_14604925_r,90
chr10_14839570_f,687
chr10_14844724_f,129
chr10_14864340_r,4
chr10_14871741_f,345
chr10_14874006_f,7
chr10_14893023_r,13
chr10_14902345_f,3
chr10_14907879_r,661
chr10_14913274_r,10
chr10_14915314_f,7
chr10_14925980_r,9
chr10_14932075_r,10
chr10_15003408_r,63
chr10_15073265_f,87
chr10_15073659_f,601
chr10_15098884_f,31
chr10_15104250_f,182
chr10_15124652_f,1
chr10_15133708_r,4
chr10_15223732_f,2
chr10_153341_f,51
chr10_15503988_r,2
chr10_15778174_r,220
chr10_15784308_r,26
chr10_15785800_r,100
chr10_15831695_r,176
chr10_15841220_r,63
chr10_15845841_r,653
chr10_15851402_r,85
chr10_15856318_r,116
chr10_15858967_r,60
chr10_16440401_f,167
chr10_16447119_r,9
chr10_16459007_f,4
chr10_16507441_f,3
chr10_16513657_f,29
chr10_16517569_f,4
chr10_16519018_f,12
chr10_16534885_f,7
chr10_16590611_r,217
chr10_16592914_r,874
chr10_16680049_r,92
chr10_16694158_r,9
chr10_16715997_r,14
chr10_16720263_r,16
chr10_16720636_r,3
chr10_16755445_f,1
chr10_16764646_r,9
chr10_16780409_r,26
chr10_16893102_f,2
chr10_17027390_f,20
chr10_17112363_r,1
chr10_17137336_r,14
chr10_17173793_r,147
chr10_17207234_f,28
chr10_17214248_r,170
chr10_17214989_r,58
chr10_17215876_r,36
chr10_17217151_f,883
chr10_17229063_f,71
chr10_17230045_f,549
chr10_17231051_f,456
chr10_17231363_f,259
chr10_17233583_f,40
chr10_17233968_f,196
chr10_17234535_f,61
chr10_17234816_f,542
chr10_17235988_f,2530
chr10_17236402_f,5937
chr10_17236788_f,21
chr10_17237593_f,35490
chr10_173710_f,30
chr10_17390876_r,2
chr10_17475976_f,1
chr10_17510945_f,1
chr10_17527760_r,1
chr10_17528633_f,1
chr10_17599270_r,20
chr10_17644785_f,52
chr10_17649391_f,197
chr10_17675503_f,113
chr10_17694449_f,43
chr10_17696363_f,59
chr10_17715910_f,164
chr10_17913921_f,1
chr10_18572623_r,8
chr10_18642078_r,5
chr10_18650917_r,63
chr10_18651975_r,2
chr10_18652589_r,174
chr10_18669993_f,53
chr10_18671135_f,4
chr10_18681639_f,267
chr10_19393613_r,2
chr10_19846287_f,7
chr10_19876600_f,7
chr10_19877233_f,1
chr10_20082664_f,1
chr10_20125599_f,1
chr10_20222583_f,3
chr10_20401378_f,2
chr10_21535597_f,77
chr10_21542741_f,246
chr10_21544630_f,268
chr10_21545145_f,444
chr10_21549081_f,12
chr10_21555675_f,44
chr10_21557186_f,499
chr10_21558307_f,549
chr10_21562702_f,15
chr10_21562839_r,43
chr10_21569029_f,26
chr10_21581064_r,206
chr10_21584037_r,13
chr10_21587423_f,403
chr10_21593926_f,574
chr10_21594553_f,758
chr10_21597000_f,61
chr10_21598895_f,442
chr10_21607282_f,60
chr10_21614224_f,289
chr10_21615457_f,588
chr10_21624255_f,265
chr10_21628765_r,369
chr10_21637314_f,6
chr10_21650175_f,502
chr10_21655586_f,45
chr10_21660615_f,127
chr10_21665656_f,11
chr10_21670971_f,28
chr10_21673755_f,702
chr10_21685301_f,55
chr10_21691999_f,445
chr10_21702769_f,5
chr10_21717253_f,206
chr10_21719152_f,8
chr10_21729971_f,195
chr10_21730302_f,637
chr10_21732897_f,35
chr10_21738267_f,133
chr10_21743630_f,397
chr10_21781718_f,13
chr10_21805276_r,4
chr10_21829198_r,35
chr10_21831413_r,12
chr10_21862447_r,35
chr10_21914099_r,16
chr10_21919907_r,169
chr10_21944171_r,99
chr10_21967031_r,268
chr10_21979730_r,261
chr10_21993889_r,94
chr10_22000081_r,99
chr10_22255051_f,11
chr10_22308019_r,66
chr10_22314901_f,1
chr10_22317371_f,1094
chr10_22319278_f,379
chr10_22320168_r,25
chr10_22320306_f,3065
chr10_22329567_f,178
chr10_22331068_f,649
chr10_22331482_f,193
chr10_22438510_f,22
chr10_22534969_r,767
chr10_22536286_r,46
chr10_22554031_r,131
chr10_22600075_r,56
chr10_22633068_r,20
chr10_22657085_r,18
chr10_22661373_r,90
chr10_22662312_r,22
chr10_22681998_r,228
chr10_22684190_r,18
chr10_22691564_r,110
chr10_22694844_r,34
chr10_22695862_r,678
chr10_22704651_f,194
chr10_22705426_f,363
chr10_22710089_r,75
chr10_22710850_r,74
chr10_22711871_r,42
chr10_23119374_f,937
chr10_23120970_f,1840
chr10_23412947_f,25
chr10_23438545_f,5
chr10_23441236_f,953
chr10_23442179_f,1663
chr10_23442458_f,105
chr10_23444295_f,272
chr10_23445224_f,120
chr10_23448508_f,25
chr10_23449171_f,97
chr10_23450230_f,1325
chr10_23450807_f,176
chr10_23453944_f,98
chr10_23454305_f,111
chr10_23456035_f,229
chr10_23459423_f,46
chr10_23556252_r,8
chr10_23776699_r,1
chr10_24404566_f,1
chr10_247430_f,20
chr10_25026664_f,7
chr10_25089210_r,2
chr10_25812696_f,1
chr10_25847702_f,1
chr10_2643360_r,2
chr10_26439551_f,111
chr10_26442293_f,142
chr10_26442766_f,65
chr10_26444643_f,101
chr10_26445075_r,22
chr10_26446706_f,150
chr10_26454614_f,749
chr10_26456906_f,554
chr10_26457849_f,58
chr10_26458411_f,347
chr10_26465227_f,286
chr10_26466946_f,802
chr10_26478247_f,107
chr10_26478614_f,716
chr10_26481754_f,24
chr10_26482924_f,1086
chr10_26483299_f,48
chr10_26486088_f,558
chr10_26489386_f,95
chr10_26494536_f,168
chr10_26499314_f,559
chr10_26503075_f,479
chr10_26510418_f,19
chr10_26517763_f,13
chr10_26533472_f,158
chr10_26536201_f,207
chr10_26540441_f,47
chr10_26542149_f,15
chr10_26567803_f,2418
chr10_26594330_f,146
chr10_26635400_r,1
chr10_26702348_f,3
chr10_26708818_f,106
chr10_26716690_f,50
chr10_26735668_f,5
chr10_26740334_r,6
chr10_26741484_r,8
chr10_26742617_r,119
chr10_26745259_r,12
chr10_26746892_r,532
chr10_26747811_r,1110
chr10_26754317_r,220
chr10_26754663_r,64
chr10_26757698_r,161
chr10_26758455_r,832
chr10_26759531_r,41
chr10_26761862_r,302
chr10_26763370_r,92
chr10_26767530_r,49
chr10_26771990_r,569
chr10_26773213_r,970
chr10_26774146_r,204
chr10_26777241_r,65
chr10_26785703_r,20
chr10_26786547_r,238
chr10_26787971_r,191
chr10_26791068_f,170
chr10_26792643_r,17
chr10_26794720_r,8
chr10_26795306_r,11
chr10_26796702_r,6
chr10_26812729_r,44
chr10_26814891_r,45
chr10_26815494_r,38
chr10_26816702_r,87
chr10_26817686_r,61
chr10_26818261_r,34
chr10_26822775_r,45
chr10_26824102_r,21
chr10_26835123_r,20
chr10_26836131_r,733
chr10_26837630_r,441
chr10_26841595_r,1485
chr10_26842000_r,411
chr10_26844180_r,180
chr10_26844843_r,217
chr10_26845294_r,381
chr10_26846702_r,423
chr10_26847246_r,101
chr10_26848627_r,539
chr10_26848936_r,453
chr10_26851375_r,2011
chr10_26852536_r,59
chr10_26852993_r,87
chr10_26853550_r,383
chr10_26853966_r,110
chr10_26856433_f,178
chr10_26857903_r,278
chr10_27063339_r,32
chr10_27110454_r,728
chr10_27111074_r,739
chr10_27111360_r,362
chr10_27111829_r,782
chr10_27121903_r,576
chr10_27125658_r,1322
chr10_27127540_r,54
chr10_27130042_r,408
chr10_27130324_r,640
chr10_27139102_r,132
chr10_27140025_r,1101
chr10_27141669_r,200
chr10_27142052_r,94
chr10_27142351_r,422
chr10_27145701_r,141
chr10_27145959_r,752
chr10_27148648_r,333
chr10_27152265_r,356
chr10_27153066_r,552
chr10_27153426_r,326
chr10_27154573_r,3518
chr10_27156510_f,37
chr10_27162060_f,11
chr10_27170525_f,30
chr10_27182074_f,102
chr10_27186829_f,188
chr10_27187751_f,40
chr10_27195217_r,302
chr10_27212509_r,124
chr10_27225943_r,13
chr10_27232326_r,79
chr10_27234609_r,17
chr10_27244716_f,11
chr10_27431057_r,1
chr10_27505013_f,42
chr10_27510198_f,21
chr10_27510929_f,54
chr10_27511369_f,28
chr10_27511731_f,19
chr10_27513380_f,36
chr10_27514436_f,527
chr10_27514750_f,52
chr10_27516880_f,82
chr10_27517339_r,119
chr10_27535933_f,188
chr10_27538010_f,24
chr10_27538516_f,405
chr10_27539161_f,187
chr10_27539827_f,323
chr10_27548850_f,30
chr10_28056554_r,9
chr10_28092761_r,109
chr10_28264589_r,23
chr10_28332326_r,6
chr10_28332966_r,150
chr10_28333775_r,131
chr10_28475487_r,3
chr10_28513021_f,1
chr10_28522986_r,319
chr10_28523771_r,448
chr10_28525545_r,217
chr10_28525831_r,265
chr10_28534270_f,92
chr10_28535617_f,88
chr10_28536260_f,1012
chr10_28536683_f,135
chr10_28537601_f,58
chr10_28538581_f,1992
chr10_28538865_f,2282
chr10_28539683_f,157
chr10_28539960_f,110
chr10_28541447_r,1111
chr10_28543725_f,206
chr10_28545040_f,2081
chr10_28545471_f,1646
chr10_28546736_f,125
chr10_28547536_f,580
chr10_28550166_f,1959
chr10_28552758_f,1085
chr10_28554215_f,85
chr10_28554470_f,127
chr10_28557534_f,469
chr10_28558581_f,688
chr10_28560178_f,2681
chr10_28560452_f,153
chr10_28563398_f,145
chr10_28569820_f,49
chr10_28570975_r,709
chr10_28572337_f,1007
chr10_28575640_f,24
chr10_28576562_f,69
chr10_28581824_f,62
chr10_28585065_f,832
chr10_28587107_f,335
chr10_28591833_f,1137
chr10_28592621_f,938
chr10_28593730_f,739
chr10_28600906_f,177
chr10_28619959_f,895
chr10_28620543_f,828
chr10_28620996_f,864
chr10_28623011_f,22
chr10_28682705_f,183
chr10_29062748_r,1
chr10_29421077_f,80
chr10_29427650_f,170
chr10_29447855_f,2
chr10_29577205_r,44
chr10_29604218_r,49
chr10_29605833_r,41
chr10_29619265_r,6
chr10_29625482_r,64
chr10_29656180_r,155
chr10_29656963_r,5
chr10_30293108_f,14
chr10_30312826_r,515
chr10_30317504_r,3
chr10_30340154_r,321
chr10_30433983_f,9
chr10_30435484_f,179
chr10_30435936_f,154
chr10_30436696_f,2782
chr10_30439469_f,2489
chr10_30439935_f,453
chr10_30440952_f,114
chr10_30444188_f,513
chr10_30451093_f,290
chr10_30454554_f,159
chr10_30461832_f,197
chr10_30495226_f,4
chr10_3071759_f,7
chr10_3075904_f,979
chr10_3083525_f,57
chr10_3084489_f,114
chr10_30845459_r,3
chr10_30865775_r,5
chr10_30866476_r,9
chr10_30891671_r,6
chr10_30919400_r,63
chr10_30923671_r,42
chr10_30928650_r,38
chr10_30939114_r,32
chr10_30956356_r,22
chr10_3097077_f,314
chr10_30972485_r,37
chr10_30973524_r,23
chr10_3098650_r,44
chr10_30990863_r,252
chr10_30998296_r,23
chr10_30999657_r,7
chr10_31022092_r,13
chr10_3116083_f,190
chr10_31331108_r,147
chr10_31341252_f,36
chr10_3136800_f,1686
chr10_3137736_r,410
chr10_31383992_r,119
chr10_31392678_f,4
chr10_31436899_f,4
chr10_31450798_f,2
chr10_31472317_f,4
chr10_31477824_f,8
chr10_3152903_r,8
chr10_3154874_r,33
chr10_3161350_r,18
chr10_31719848_f,1
chr10_31806287_r,278
chr10_31814314_r,75
chr10_31826967_r,4
chr10_31884344_r,99
chr10_31891211_r,18
chr10_31896308_f,5
chr10_32006436_f,314
chr10_32008787_f,252
chr10_32009018_r,1122
chr10_32011399_r,84
chr10_32011688_r,40
chr10_32022955_r,229
chr10_32027976_r,525
chr10_32033668_r,299
chr10_32034129_r,387
chr10_32034773_r,811
chr10_32036437_r,236
chr10_32046384_r,21
chr10_32052633_r,664
chr10_32282932_r,3
chr10_32284569_r,59
chr10_32292634_r,150
chr10_32293120_r,295
chr10_32293657_r,240
chr10_32306978_r,3
chr10_32320615_r,376
chr10_32326682_r,41
chr10_32331567_r,9
chr10_32336184_r,758
chr10_32341088_r,50
chr10_32343201_r,151
chr10_32345109_r,1115
chr10_32345377_r,957
chr10_32350078_r,163
chr10_32352063_r,359
chr10_32355441_r,64
chr10_32357875_r,920
chr10_32360069_r,90
chr10_32366621_r,120
chr10_32367001_r,195
chr10_32367852_r,703
chr10_32374700_r,152
chr10_32377001_r,135
chr10_32377405_r,52
chr10_32378238_r,419
chr10_32509420_f,44
chr10_32509878_f,3
chr10_32545045_f,6
chr10_32785078_f,33
chr10_32822000_f,2
chr10_32899533_r,7
chr10_32901378_r,14
chr10_32903351_f,57
chr10_32907136_r,22
chr10_32910757_r,184
chr10_32934719_r,120
chr10_32957321_r,12
chr10_33792912_f,4
chr10_34469129_r,2
chr10_34630985_r,1
chr10_34836703_r,4
chr10_35014035_r,6
chr10_35040219_r,29
chr10_35044160_r,52
chr10_35070941_r,206
chr10_35088531_r,9
chr10_35126509_r,19
chr10_35128402_f,125
chr10_35129119_f,54
chr10_35129515_f,12
chr10_35131306_f,2
chr10_35340523_r,242
chr10_35343021_r,33
chr10_35345466_f,358
chr10_35365908_f,17
chr10_35374140_f,9
chr10_35381564_f,45
chr10_35383059_f,49
chr10_35393917_f,297
chr10_35403419_f,48
chr10_35403891_f,322
chr10_35411511_f,424
chr10_35420489_f,11
chr10_35428144_f,7
chr10_35444784_f,59
chr10_35453852_f,91
chr10_35467646_f,7
chr10_35485724_f,96
chr10_35505550_f,10
chr10_35514075_f,121
chr10_35531618_f,29
chr10_35551249_f,25
chr10_35569228_f,32
chr10_35569732_f,545
chr10_35571318_f,408
chr10_35571795_f,107
chr10_3770546_r,30
chr10_3771046_r,77
chr10_3774852_r,82
chr10_3775243_r,75
chr10_3775997_r,353
chr10_3776553_r,6002
chr10_3776807_r,4947
chr10_3777280_r,2210
chr10_3777634_r,181
chr10_3777923_r,1476
chr10_3779185_r,21377
chr10_37793403_r,1
chr10_3779454_r,398
chr10_3783641_r,506
chr10_3784002_r,342
chr10_3784370_r,3526
chr10_3786131_f,1857
chr10_3786749_f,469
chr10_3787004_f,902
chr10_3787441_f,121
chr10_3787852_f,32
chr10_37949865_r,136
chr10_37952140_r,9
chr10_37974357_r,9
chr10_38010001_r,18
chr10_38014017_f,18
chr10_38025727_f,19
chr10_38027280_f,9
chr10_38054621_f,214
chr10_38056833_f,33
chr10_38058143_f,163
chr10_38113231_r,26
chr10_38121247_f,93
chr10_38150755_f,1
chr10_38163607_f,3
chr10_38355629_r,175
chr10_38361621_f,3
chr10_3873582_r,30
chr10_3893391_f,12
chr10_4132813_f,2
chr10_42513607_r,105
chr10_42592238_r,50
chr10_42601494_r,26
chr10_42804730_f,90
chr10_42806850_f,56
chr10_42831400_f,388
chr10_42977425_f,39
chr10_43136828_r,129
chr10_43137571_r,70
chr10_43139469_f,2392
chr10_43140174_f,2869
chr10_43140663_f,257
chr10_43141221_f,395
chr10_43141624_f,1707
chr10_43144124_f,78
chr10_43145219_f,74
chr10_43146731_f,51
chr10_43153067_f,475
chr10_43153334_f,1978
chr10_43154726_f,615
chr10_43155347_f,613
chr10_43155677_f,270
chr10_43158026_f,1218
chr10_43158968_f,257
chr10_43159768_f,102
chr10_43160584_f,63
chr10_43164556_f,1210
chr10_43164845_f,3017
chr10_43165224_f,1705
chr10_43166965_f,228
chr10_43167877_f,913
chr10_43172295_f,140
chr10_43173175_f,176
chr10_43173441_f,83
chr10_43173843_f,266
chr10_43174203_f,1305
chr10_43176178_f,94
chr10_43179444_f,22
chr10_43181777_f,1037
chr10_43183477_f,98
chr10_43183786_f,175
chr10_43184537_f,287
chr10_43185308_f,1604
chr10_43190848_f,10
chr10_43194533_r,3
chr10_43386022_r,3477
chr10_43386610_r,249
chr10_43398362_r,518
chr10_43400021_r,25
chr10_43402421_r,96
chr10_43403923_r,15
chr10_43405658_f,185
chr10_43406744_r,93
chr10_43409273_r,10
chr10_43409994_f,398
chr10_43417020_f,13
chr10_43421660_f,2
chr10_43435252_r,91
chr10_43435843_r,70
chr10_43436001_f,54
chr10_43436382_r,120
chr10_43437773_f,254
chr10_43440147_f,11
chr10_43448995_f,185
chr10_43454664_f,278
chr10_43643864_r,517
chr10_44009805_f,1
chr10_44958916_r,8
chr10_44983083_f,39
chr10_44989721_f,1072
chr10_44991349_f,84
chr10_44991953_f,132
chr10_44994717_f,2333
chr10_44996025_f,58
chr10_44997550_f,20
chr10_44999270_f,152
chr10_45004076_f,368
chr10_45004949_f,117
chr10_45005326_f,414
chr10_45073089_r,263
chr10_45446121_f,129
chr10_45454585_r,150
chr10_45567797_r,17
chr10_45570196_r,3
chr10_45571787_r,65
chr10_45574807_r,47
chr10_45594065_r,195
chr10_45642694_r,2
chr10_45650617_r,3
chr10_45738277_f,9
chr10_45743036_f,53
chr10_45748308_r,21
chr10_45751827_f,21
chr10_45766966_f,20
chr10_45973622_f,231
chr10_45976998_f,94
chr10_45983458_f,35
chr10_45984330_f,92
chr10_45987613_f,35
chr10_45991416_f,157
chr10_45994009_f,519
chr10_45995093_f,12
chr10_45996964_f,573
chr10_45997951_f,117
chr10_46003742_f,871
chr10_46005090_r,2708
chr10_46010523_r,356
chr10_46010908_r,208
chr10_46014889_r,22
chr10_46020862_r,50
chr10_46022445_r,539
chr10_46024366_f,4
chr10_46025285_r,19
chr10_46029955_r,95
chr10_46199801_r,2
chr10_46636821_f,2
chr10_46786267_r,98
chr10_46791724_f,208
chr10_47257877_f,9
chr10_47547244_r,5
chr10_47549230_r,22
chr10_4827724_f,1
chr10_48308976_f,98
chr10_48312856_f,76
chr10_48313473_f,32
chr10_48316635_f,91
chr10_48320244_r,608
chr10_48336270_f,71
chr10_48349804_f,136
chr10_48350324_f,88
chr10_48356500_f,133
chr10_48356841_f,488
chr10_48366622_f,50
chr10_48379440_f,34
chr10_48379938_f,326
chr10_48380731_f,161
chr10_48381380_r,6
chr10_48410328_f,87
chr10_48414914_f,2
chr10_48435313_f,14
chr10_48435877_f,96
chr10_48439352_f,94
chr10_48446039_r,9
chr10_48689762_f,27
chr10_48720115_f,3
chr10_48736242_f,10
chr10_48798278_f,38
chr10_48808219_f,16
chr10_48814753_f,24
chr10_48828859_f,6
chr10_48887778_f,53
chr10_48921513_f,34
chr10_48929231_f,60
chr10_48936474_f,36
chr10_48966804_f,3
chr10_48978352_f,5
chr10_48982959_f,741
chr10_49443329_r,2
chr10_49514748_r,8
chr10_49518945_r,30
chr10_49524073_r,11
chr10_49537733_r,205
chr10_49538046_r,124
chr10_49714934_f,2
chr10_49809481_r,9
chr10_49836337_r,151
chr10_49840926_r,18
chr10_49853054_r,24
chr10_4989786_r,6
chr10_49965812_f,899
chr10_49969436_f,461
chr10_49973405_f,231
chr10_49980318_f,85
chr10_50010499_f,208
chr10_50069416_f,360
chr10_50133145_f,295
chr10_50340642_r,3
chr10_50384352_r,81
chr10_50439061_r,1
chr10_50460170_r,13
chr10_50556219_r,1
chr10_50626455_f,64
chr10_5107686_f,360
chr10_51697259_r,127
chr10_52505364_r,13
chr10_52514601_r,43
chr10_52532834_r,2
chr10_52533135_r,37
chr10_52544790_r,1
chr10_52556980_r,715
chr10_52572778_r,25
chr10_52578452_r,14
chr10_52579561_r,18
chr10_52586324_r,63
chr10_52601157_r,60
chr10_52631494_r,89
chr10_52633602_r,69
chr10_52636259_r,70
chr10_52640994_r,27
chr10_52669532_r,32
chr10_52672896_r,37
chr10_52685489_r,121
chr10_52695556_r,168
chr10_52697054_r,34
chr10_52698530_r,26
chr10_52709581_r,335
chr10_52712494_r,171
chr10_52720046_r,394
chr10_52745828_r,156
chr10_52747333_r,16
chr10_52747674_r,22
chr10_52750167_r,313
chr10_5279868_r,2
chr10_53397439_f,1
chr10_53795254_r,1
chr10_5432393_f,14
chr10_5437960_f,37
chr10_5438788_f,24
chr10_5440069_f,16
chr10_5453721_f,54
chr10_5457712_f,101
chr10_5458463_f,184
chr10_5459999_r,19
chr10_56357445_r,546
chr10_5638867_r,146
chr10_5685641_f,61
chr10_5689595_f,87
chr10_5691467_f,72
chr10_5692149_f,225
chr10_5698453_f,515
chr10_5702977_f,82
chr10_5707003_f,295
chr10_5715810_r,3
chr10_5718761_f,344
chr10_5725390_f,629
chr10_5726184_f,86
chr10_5735403_f,3
chr10_5749396_f,7
chr10_5763732_f,224
chr10_5763798_r,21
chr10_5765222_r,4270
chr10_5766088_r,257
chr10_5769611_r,13
chr10_5785763_r,70
chr10_5800607_r,49
chr10_5809094_r,12
chr10_58108919_r,1
chr10_58191521_r,71
chr10_58194097_r,29
chr10_58200614_r,4
chr10_58252149_r,306
chr10_58252631_r,990
chr10_58253952_r,192
chr10_58254387_r,707
chr10_58255667_r,1172
chr10_58259923_r,21
chr10_58264044_r,10
chr10_58264637_r,765
chr10_58265335_r,73
chr10_58267027_r,1357
chr10_58267656_f,183
chr10_58268513_f,699
chr10_58271748_f,61
chr10_58288109_f,38
chr10_58336016_f,38
chr10_58337002_f,77
chr10_58338890_f,14
chr10_58346509_f,116
chr10_58354333_f,21
chr10_58361098_f,15
chr10_58368016_f,33
chr10_58369910_f,2
chr10_58370748_f,68
chr10_58384536_f,298
chr10_58388260_f,187
chr10_58388722_f,123
chr10_58396138_f,430
chr10_58400373_f,30
chr10_58401707_f,44
chr10_58534058_f,6
chr10_5878091_r,83
chr10_58790292_f,5
chr10_5903163_f,4
chr10_5931506_f,2
chr10_5937593_f,486
chr10_5952384_r,16
chr10_59791750_r,60
chr10_59836052_f,17
chr10_59845370_r,161
chr10_60060218_f,53
chr10_6061235_f,3
chr10_60792288_f,75
chr10_60794852_f,358
chr10_60863200_r,1
chr10_60876867_r,4
chr10_6092115_f,95
chr10_60946234_f,20
chr10_6100048_f,267
chr10_6101093_f,86
chr10_6101961_f,13
chr10_6105090_f,730
chr10_6114646_f,32
chr10_6115756_f,1783
chr10_6122337_f,3
chr10_6125702_f,5
chr10_6153167_f,291
chr10_6160213_f,32
chr10_61684897_r,1
chr10_6198245_f,78
chr10_61992764_r,26
chr10_62044944_f,5
chr10_62051934_f,24
chr10_6210014_f,1
chr10_6235532_f,296
chr10_62540385_r,2
chr10_62817034_f,19
chr10_63153925_f,222
chr10_63155024_f,259
chr10_63162354_r,52
chr10_63167225_r,1727
chr10_63167729_r,266
chr10_63168069_r,126
chr10_63170147_r,188
chr10_63173185_r,131
chr10_63174513_r,52
chr10_63174888_r,332
chr10_63176233_r,343
chr10_63176546_r,138
chr10_63177964_r,691
chr10_63178626_r,18
chr10_63179019_r,96
chr10_63181377_r,252
chr10_63184259_r,1894
chr10_63185080_r,46
chr10_63188339_r,128
chr10_63189518_r,217
chr10_63189893_r,1123
chr10_63190735_r,188
chr10_63192835_r,341
chr10_63193688_r,2982
chr10_63195703_r,67
chr10_63196787_r,114
chr10_63199347_r,184
chr10_63200460_r,167
chr10_63201181_r,86
chr10_63201616_r,106
chr10_63202900_r,139
chr10_63203490_r,247
chr10_63204835_r,236
chr10_63205536_r,46
chr10_63206705_r,776
chr10_63206960_r,691
chr10_63209439_r,115
chr10_63211464_f,187
chr10_63214504_r,399
chr10_63214953_r,967
chr10_63215504_r,639
chr10_63215818_r,81
chr10_63216330_r,545
chr10_63220265_r,71
chr10_63223249_r,1403
chr10_63224819_r,54
chr10_63225314_r,144
chr10_63227532_r,73
chr10_63228351_r,932
chr10_63233931_r,396
chr10_63234493_f,777
chr10_63236250_r,67
chr10_63238180_f,37
